Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls
161,415,No,No,0,178.1,109,30.28,146.5,86
67,408,No,No,0,201.4,101,34.24,97.6,122
86,415,No,Yes,38,123,158,20.91,133.9,119
92,510,No,No,0,208,125,35.36,198.9,76
174,415,No,No,0,239.2,72,40.66,188.5,124
124,510,No,No,0,193,97,32.81,89.8,99
132,415,No,Yes,31,174.5,101,29.67,245.6,105
190,415,No,Yes,26,116.7,71,19.84,145.9,88
101,510,No,No,0,93.8,127,15.95,150,104
185,415,Yes,Yes,30,154.1,114,26.2,118.7,106
68,415,No,Yes,29,239.5,82,40.72,203.8,105
117,510,No,Yes,25,216,140,36.72,224.1,69
118,408,No,No,0,187.4,97,31.86,177.8,89
124,415,No,No,0,167.4,119,28.46,233.2,143
22,510,No,No,0,160.4,108,27.27,218.1,88
75,415,No,No,0,143.2,92,24.34,209.1,142
134,408,No,No,0,205.3,122,34.9,240.5,155
164,408,No,Yes,25,219.1,88,37.25,151.5,99
44,510,No,No,0,143.2,77,24.34,169.8,114
177,415,No,No,0,232.8,106,39.58,175.2,97
110,408,No,No,0,162,81,27.54,247.5,89
53,415,No,Yes,27,25.9,119,4.4,206.5,96
108,415,No,No,0,154.2,123,26.21,112.3,86
80,408,No,No,0,322.3,113,54.79,222,95
158,408,No,No,0,209.9,112,35.68,221.3,82
114,415,No,No,0,191.5,88,32.56,175.2,78
64,408,No,Yes,19,291.1,150,49.49,226.7,123
88,415,No,No,0,215.6,115,36.65,216.2,85
82,510,Yes,No,0,208.8,101,35.5,213.7,87
111,415,No,No,0,255.9,97,43.5,204.1,129
60,408,No,No,0,252.7,97,42.96,221.1,121
113,408,No,No,0,132.1,72,22.46,247.5,107
109,408,No,No,0,217,115,36.89,207,142
105,510,No,Yes,42,101.9,79,17.32,223.1,97
85,510,No,No,0,211.5,100,35.96,184.6,88
131,510,No,No,0,153.4,86,26.08,198.5,81
59,510,No,No,0,166.3,95,28.27,239.3,87
148,408,No,No,0,185.2,87,31.48,170.4,96
210,408,No,No,0,104.6,121,17.78,149.5,71
115,415,No,No,0,245.2,105,41.68,159,109
106,510,No,No,0,274.4,120,46.65,198.6,82
93,415,No,No,0,98.4,78,16.73,249.6,129
57,415,No,Yes,29,279.9,121,47.58,223.1,109
98,510,No,No,0,187.2,127,31.82,195.6,88
157,415,No,No,0,276.2,95,46.95,165.8,119
116,415,No,Yes,35,200.4,104,34.07,272.8,89
30,510,No,No,0,162.3,96,27.59,244,122
111,510,No,No,0,176.9,128,30.07,102.8,56
52,415,No,No,0,165.5,78,28.14,205.5,89
72,415,No,No,0,217.8,93,37.03,189.7,113
135,510,No,Yes,28,201.4,100,34.24,246.5,117
86,510,No,No,0,190.5,115,32.39,179.6,130
98,415,No,Yes,29,179.9,97,30.58,189.2,89
151,510,No,No,0,235.9,104,40.1,80.6,91
118,415,No,No,0,140.4,112,23.87,187.1,60
117,415,No,No,0,144.6,115,24.58,258.8,66
55,510,No,No,0,189,100,32.13,118.5,99
82,408,No,No,0,101,93,17.17,155.6,104
152,415,No,No,0,206.3,98,35.07,292.8,82
108,408,No,Yes,15,165.1,85,28.07,267,93
98,408,No,No,0,165,129,28.05,202.6,113
130,415,No,No,0,155.9,95,26.5,256.1,97
136,408,Yes,No,0,199.2,122,33.86,214.7,114
47,415,No,No,0,155.3,116,26.4,188.2,85
189,415,No,No,0,208.3,106,35.41,236.7,123
107,415,No,No,0,157.1,79,26.71,162.6,124
91,415,No,No,0,154.4,165,26.25,168.3,121
159,415,No,No,0,189.1,105,32.15,246.1,147
11,408,No,Yes,24,131.5,98,22.36,230.2,111
167,415,No,No,0,166.4,85,28.29,243.2,135
111,408,No,No,0,142.3,75,24.19,122.8,106
99,408,No,Yes,19,87.7,103,14.91,223,86
159,415,No,Yes,19,184.1,78,31.3,194.5,71
114,415,Yes,Yes,31,174.5,104,29.67,224.2,92
71,415,No,No,0,103.3,103,17.56,138.5,79
122,415,No,No,0,35.1,62,5.97,180.8,89
100,408,No,Yes,25,246.6,94,41.92,141.4,112
83,415,No,Yes,37,78.5,109,13.35,210.5,101
64,408,No,No,0,148.1,73,25.18,164.9,101
105,408,No,No,0,206.2,84,35.05,256.4,138
144,415,No,Yes,33,251.6,87,42.77,197.6,118
106,415,Yes,Yes,26,270.3,111,45.95,215.2,90
19,510,No,Yes,34,156.6,97,26.62,224.2,97
46,408,No,No,0,139.4,81,23.7,223.7,113
127,510,No,No,0,220.2,108,37.43,188.4,124
9,415,No,Yes,39,214.1,108,36.4,169.2,115
157,415,No,No,0,196,74,33.32,213.4,96
105,415,No,No,0,106.4,71,18.09,240.1,83
105,415,No,Yes,29,179.4,113,30.5,275.4,100
155,408,No,No,0,216.7,30,36.84,144.3,125
31,415,No,No,0,177.3,129,30.14,152.8,105
161,415,No,No,0,151.6,117,25.77,219.4,87
95,408,No,Yes,32,262.2,123,44.57,165.2,82
122,415,No,No,0,173.6,110,29.51,91.7,84
37,415,Yes,No,0,106.6,76,18.12,147.4,89
132,415,No,No,0,193.3,106,32.86,128.3,94
119,408,No,Yes,24,217.2,94,36.92,138.7,52
16,408,No,No,0,209.5,89,35.62,172.8,85
99,408,No,No,0,95.4,105,16.22,207.2,101
76,408,No,Yes,26,214.6,110,36.48,205.2,87
167,415,No,No,0,131.6,120,22.37,211.3,96
129,415,No,No,0,168.4,117,28.63,217.1,129
116,408,No,No,0,146.4,123,24.89,176.6,113
60,415,Yes,No,0,183,110,31.11,206.7,93
128,415,No,No,0,103.3,122,17.56,245.9,123
47,408,No,Yes,28,112.2,70,19.07,154.8,106
40,510,Yes,No,0,170.7,55,29.02,179.1,108
173,510,No,No,0,172.5,78,29.33,142.6,91
157,510,No,Yes,30,194.3,107,33.03,243.2,108
66,408,No,Yes,32,187.8,117,31.93,129.8,90
50,415,Yes,Yes,26,307.1,94,52.21,289.4,78
72,415,No,No,0,118.2,106,20.09,167.2,136
130,510,No,No,0,154,95,26.18,205.9,106
143,408,No,No,0,155.5,101,26.44,213.4,89
89,510,Yes,No,0,125.6,108,21.35,213,90
108,415,No,No,0,199.3,104,33.88,224.2,92
32,408,No,No,0,157.9,88,26.84,180.8,132
166,415,No,No,0,203.4,81,34.58,167.7,110
109,408,No,No,0,222.2,113,37.77,218.5,122
72,408,No,Yes,39,92.8,98,15.78,271.2,115
134,415,No,Yes,32,216.8,78,36.86,102.2,111
13,415,No,No,0,193.2,89,32.84,194.4,90
90,415,No,No,0,113.2,108,19.24,189.3,63
111,415,No,Yes,36,166.2,54,28.25,238.8,109
101,408,No,Yes,23,262.2,101,44.57,157,80
72,415,No,No,0,207.8,92,35.33,195.7,110
67,510,No,Yes,35,245.4,89,41.72,148.2,102
172,408,No,No,0,287.1,108,48.81,178.4,125
154,510,No,Yes,32,192.3,82,32.69,165.3,134
69,510,No,No,0,194.2,122,33.01,242.1,81
123,415,No,No,0,211,92,35.87,217,102
130,415,No,Yes,12,141.9,92,24.12,228.9,102
142,415,No,Yes,26,220.5,94,37.49,239.5,126
29,415,No,No,0,157.4,122,26.76,145,75
87,408,No,Yes,28,143.5,106,24.4,223.5,147
149,415,No,No,0,156,56,26.52,56,116
146,408,Yes,No,0,160.1,63,27.22,208.4,112
88,415,Yes,No,0,235.1,98,39.97,251.8,79
119,415,Yes,Yes,15,160,95,27.2,209.5,110
48,510,No,No,0,188.4,63,32.03,165.9,89
135,415,No,No,0,194.8,97,33.12,235.3,118
100,510,No,No,0,247.8,117,42.13,130,95
98,415,No,No,0,221.2,80,37.6,213.6,104
75,510,No,Yes,26,118.5,86,20.15,213.9,118
180,415,No,Yes,33,231.8,78,39.41,232.9,79
100,415,No,Yes,25,215.9,90,36.7,257.9,92
119,415,No,Yes,35,217.1,92,36.91,220.8,134
86,415,No,No,0,83.5,96,14.2,221.1,63
155,408,No,Yes,39,183.3,106,31.16,205.1,101
78,415,Yes,No,0,236.8,141,40.26,265.3,101
153,415,No,No,0,193.8,90,32.95,195.3,121
92,510,No,Yes,25,134,112,22.78,206,111
13,510,No,Yes,25,176.6,65,30.02,172.7,96
154,415,No,No,0,191.4,93,32.54,205.4,119
144,510,Yes,Yes,35,174.8,127,29.72,219.6,93
48,408,No,No,0,275.2,67,46.78,180.2,108
94,408,No,No,0,174,85,29.58,241.1,114
139,415,No,No,0,165,132,28.05,249.7,86
126,415,No,No,0,228.7,102,38.88,168.7,99
122,415,No,No,0,107.9,88,18.34,235.8,109
139,510,No,No,0,221.3,140,37.62,157.8,89
95,415,No,No,0,141.1,84,23.99,211.4,108
80,408,No,Yes,31,166.4,92,28.29,238.3,74
131,415,No,Yes,28,249.6,87,42.43,227.2,138
36,510,No,No,0,178.6,83,30.36,213.1,103
180,510,No,No,0,139,96,23.63,224.9,64
25,415,No,No,0,134.3,98,22.83,202.3,109
113,415,No,No,0,215.9,93,36.7,240.1,85
88,415,No,Yes,31,181.6,91,30.87,213.2,120
120,415,No,No,0,178.4,97,30.33,168.3,113
74,415,No,No,0,106.4,84,18.09,140.2,104
109,510,No,No,0,170.7,101,29.02,240.2,82
162,510,No,Yes,33,184.5,139,31.37,183.2,78
124,510,No,Yes,37,161.2,109,27.4,204.2,79
177,408,No,No,0,84.9,77,14.43,257.5,109
91,510,No,No,0,217.9,71,37.04,230.1,116
105,408,No,No,0,270.9,98,46.05,226.2,110
24,510,No,No,0,243,91,41.31,183.9,77
48,510,No,No,0,128.2,71,21.79,48.1,78
86,408,No,No,0,126.3,115,21.47,168.8,112
163,510,No,No,0,178.7,56,30.38,215.7,79
91,510,No,No,0,159,109,27.03,255.1,142
56,510,No,No,0,150.9,79,25.65,161.8,87
147,415,Yes,Yes,24,219.9,118,37.38,208.5,116
64,415,No,No,0,168,116,28.56,192.4,94
108,510,No,Yes,34,162.1,83,27.56,171.8,117
159,510,No,No,0,198.8,107,33.8,195.5,91
136,510,Yes,No,0,256.8,90,43.66,230.1,104
116,415,No,Yes,35,182.8,122,31.08,212.7,119
45,408,No,Yes,38,196.8,92,33.46,254.2,108
122,415,No,No,0,140.1,120,23.82,231.4,128
138,415,No,No,0,194.3,83,33.03,189.9,97
132,415,No,No,0,117.6,66,19.99,214,108
101,415,Yes,No,0,193.7,108,32.93,186.6,98
58,510,No,No,0,243.1,105,41.33,231.4,108
81,415,No,No,0,145.4,132,24.72,129.3,91
87,415,No,No,0,169.1,105,28.75,169.9,102
116,510,No,No,0,229.3,93,38.98,184.5,111
85,415,Yes,No,0,197.2,97,33.52,211.7,115
62,510,No,Yes,33,186.4,84,31.69,201,136
90,415,No,No,0,76.1,121,12.94,290.3,73
98,415,No,No,0,162.8,65,27.68,185,109
73,415,No,No,0,182.3,115,30.99,199.2,97
107,510,Yes,No,0,194.4,83,33.05,247.8,84
55,408,No,Yes,20,189.3,95,32.18,118.6,113
76,415,No,Yes,22,160.1,107,27.22,168.7,136
30,510,No,No,0,145,76,24.65,240.7,112
157,415,No,No,0,220.7,105,37.52,119.3,127
40,408,No,Yes,31,224.7,69,38.2,134.5,81
72,408,No,No,0,147,79,24.99,162.3,103
95,415,No,Yes,39,260.8,130,44.34,213.4,111
42,415,No,No,0,155.4,127,26.42,164.1,45
86,415,No,No,0,166.2,112,28.25,255.3,81
131,415,No,No,0,211.8,115,36.01,260.5,102
55,510,No,Yes,45,130.5,114,22.19,208.4,94
74,415,No,No,0,162.7,102,27.66,292,105
81,408,Yes,Yes,37,237.1,76,40.31,264.2,125
81,408,No,No,0,166.2,102,28.25,217.6,112
28,415,No,No,0,121.7,48,20.69,125.8,112
111,510,No,No,0,176.4,62,29.99,201,124
3,510,No,Yes,27,67.4,116,11.46,244,78
51,415,No,No,0,229.7,129,39.05,336,104
68,415,No,Yes,24,176,118,29.92,277.9,116
163,408,No,No,0,247.7,77,42.11,269.5,108
87,510,No,No,0,115.4,90,19.62,262.6,68
58,510,No,No,0,112.2,95,19.07,209.6,108
109,408,No,No,0,162.6,138,27.64,154,109
111,415,No,No,0,229.4,107,39,214.1,99
144,415,No,No,0,139.6,96,23.73,124.2,93
135,415,No,No,0,263.8,66,44.85,251.3,116
109,415,No,Yes,46,217.5,123,36.98,233.7,84
107,415,No,Yes,14,114.3,132,19.43,199.8,91
149,408,No,No,0,196.3,108,33.37,136.8,96
56,510,No,No,0,253.2,95,43.04,188,116
129,408,No,No,0,98,99,16.66,240.7,62
92,408,No,No,0,249.4,118,42.4,211.5,95
67,415,No,Yes,30,129.6,107,22.03,233,104
120,415,No,No,0,221.3,106,37.62,267.6,98
166,415,No,No,0,220.7,106,37.52,177.8,118
66,408,No,No,0,87.6,76,14.89,262,111
76,408,No,No,0,203.6,61,34.61,161.7,127
79,415,No,No,0,213.6,110,36.31,234.9,121
98,415,No,Yes,31,181.6,112,30.87,220.7,100
141,510,No,Yes,22,215.4,123,36.62,328.7,98
49,415,No,No,0,266.3,90,45.27,207.8,117
46,510,No,No,0,199.2,111,33.86,175.1,83
137,415,No,No,0,115,130,19.55,137.8,83
171,408,No,No,0,270.5,69,45.99,230,112
10,415,No,No,0,222.2,127,37.77,153.1,125
88,510,No,No,0,61.9,78,10.52,262.6,114
89,415,No,No,0,141.1,92,23.99,249.1,126
82,415,No,No,0,189.2,81,32.16,184.4,117
139,510,No,No,0,196,135,33.32,186,146
87,415,No,No,0,171.6,119,29.17,205,107
137,415,Yes,No,0,174,123,29.58,161.3,115
45,510,No,No,0,78.6,106,13.36,187.3,110
90,415,No,No,0,200.9,92,34.15,164.3,91
103,415,No,No,0,141.3,123,24.02,253.6,87
100,415,No,No,0,235.8,130,40.09,176,69
110,510,No,No,0,185.1,100,31.47,165.1,88
124,415,No,No,0,254.3,113,43.23,78.9,104
10,510,No,No,0,183,103,31.11,214.8,77
89,415,No,Yes,29,163.5,80,27.8,274.8,136
121,408,No,No,0,207.9,98,35.34,210.5,96
101,415,No,No,0,248.6,102,42.26,174.9,93
103,415,No,Yes,31,185.4,105,31.52,197.6,126
51,408,No,No,0,197.8,60,33.63,221,64
2,415,Yes,No,0,132.1,42,22.46,138.9,88
111,510,No,No,0,197.1,117,33.51,227.8,128
118,415,No,No,0,154.6,112,26.28,184.2,105
17,510,No,Yes,31,153.1,115,26.03,185.9,59
130,408,No,No,0,211.2,119,35.9,231.1,120
193,415,No,No,0,96.8,92,16.46,142.6,103
114,510,No,No,0,172,145,29.24,276.4,101
137,415,No,No,0,141.1,91,23.99,147.2,100
185,408,No,Yes,29,151.1,121,25.69,244.7,88
101,408,No,No,0,209.6,107,35.63,228.8,96
95,415,No,Yes,32,247,109,41.99,125.6,91
7,408,No,Yes,30,221.4,114,37.64,165.8,116
126,408,No,No,0,321.3,99,54.62,167.9,93
71,415,No,No,0,243.7,124,41.43,60,90
124,415,No,No,0,251.5,85,42.76,214.2,98
97,510,Yes,No,0,236.9,107,40.27,157.6,105
28,415,No,No,0,159.7,79,27.15,216.7,131
90,415,Yes,No,0,148.2,96,25.19,220.4,111
190,408,No,No,0,150.9,86,25.65,268.6,129
31,415,No,Yes,28,210.5,101,35.79,250.5,86
52,415,No,Yes,24,170.9,71,29.05,201.4,80
73,510,No,No,0,254.7,80,43.3,90.2,79
111,415,No,No,0,284.4,89,48.35,157,113
98,415,No,No,0,0,0,0,159.6,130
106,408,Yes,No,0,133.7,45,22.73,187.8,107
111,408,No,No,0,224.9,117,38.23,191.9,127
59,408,No,No,0,151.8,98,25.81,209.9,92
71,510,No,Yes,22,141.4,107,24.04,163,105
55,408,No,No,0,285.7,124,48.57,230.9,106
13,415,No,No,0,58.4,121,9.93,262.2,64
136,415,No,Yes,16,90.4,105,15.37,201.3,109
123,408,No,No,0,114.4,91,19.45,216.6,123
105,408,No,No,0,147.7,103,25.11,222.7,78
50,408,No,Yes,31,302.7,93,51.46,240.5,119
118,415,No,No,0,136.1,120,23.14,204.2,103
97,408,No,No,0,169.7,84,28.85,165.9,86
51,510,No,No,0,227.2,89,38.62,194.4,106
73,415,No,No,0,217.8,91,37.03,220.6,97
35,415,No,No,0,124.2,102,21.11,123.9,115
64,415,No,No,0,206.2,76,35.05,232.4,76
63,510,No,No,0,132.9,122,22.59,67,62
117,415,No,Yes,31,104.9,115,17.83,237.6,125
115,415,No,No,0,245,97,41.65,250.7,75
162,408,No,No,0,184.5,118,31.37,224,95
89,415,No,No,0,89.5,66,15.22,179.3,104
94,415,Yes,No,0,235.6,131,40.05,194.8,107
129,408,No,No,0,186,127,31.62,262.3,96
86,415,No,No,0,223.9,75,38.06,155.7,109
96,510,No,No,0,179.5,125,30.52,162.3,139
190,415,No,No,0,169.4,102,28.8,253.5,113
80,408,No,No,0,118.1,90,20.08,144.3,77
108,415,No,No,0,112,105,19.04,193.7,110
97,408,No,Yes,32,168.4,129,28.63,225.9,97
84,415,No,Yes,42,214.3,112,36.43,188.2,107
65,415,No,No,0,245.7,139,41.77,241.9,113
131,415,No,Yes,34,156.6,134,26.62,71,95
58,415,Yes,Yes,43,142.8,96,24.28,272.3,100
36,415,No,No,0,202.4,115,34.41,230.7,115
54,415,No,No,0,116.8,119,19.86,123.1,123
45,510,No,No,0,155.7,110,26.47,260.3,103
125,415,No,Yes,39,236.1,107,40.14,289.2,110
72,415,No,Yes,21,138.1,113,23.48,260.1,83
141,408,No,No,0,51.9,108,8.82,162,83
113,510,No,No,0,81.3,116,13.82,220.6,124
20,415,No,Yes,35,171.5,98,29.16,153.1,127
212,415,No,No,0,126,96,21.42,144.3,80
99,415,Yes,No,0,197.2,127,33.52,156,92
94,510,No,No,0,194.1,62,33,227.2,54
40,510,No,No,0,115.7,105,19.67,127.8,113
86,510,No,Yes,29,157.2,118,26.72,196.3,136
101,415,No,No,0,269.7,85,45.85,207.6,86
170,415,No,No,0,246.4,107,41.89,228.1,124
105,510,No,No,0,227.4,121,38.66,268.5,89
103,415,No,No,0,189.8,110,32.27,115.5,83
140,415,Yes,Yes,27,188.9,124,32.11,160.9,102
101,510,No,No,0,0,0,0,192.1,119
98,408,No,Yes,19,110.5,87,18.79,227.8,97
104,408,No,No,0,167.6,116,28.49,219.2,112
115,415,No,No,0,132,90,22.44,197.5,75
112,408,No,No,0,167.8,88,28.53,247.9,81
70,415,No,No,0,213.4,86,36.28,204.7,77
126,510,No,No,0,175.4,120,29.82,98.3,71
87,510,No,Yes,39,82.6,113,14.04,224.4,63
125,510,No,No,0,143.2,80,24.34,88.1,94
86,415,No,No,0,125.5,139,21.34,269.8,93
73,415,No,Yes,31,82.3,105,13.99,256.1,91
232,408,No,No,0,165.6,104,28.15,195.9,115
1,415,No,Yes,30,183.1,95,31.13,232.6,110
133,408,No,No,0,162.1,91,27.56,212.1,94
103,510,No,No,0,166.6,84,28.32,192.4,91
131,415,No,Yes,24,135.9,60,23.1,233.2,78
95,408,No,Yes,20,165.7,78,28.17,215.6,94
182,415,No,No,0,176.1,90,29.94,174.9,106
99,510,No,No,0,142.3,89,24.19,204.5,95
27,510,No,No,0,177.6,121,30.19,296.8,92
141,408,No,No,0,83.2,74,14.14,190.6,104
29,415,Yes,Yes,37,235,101,39.95,183.3,79
65,415,No,No,0,105.7,95,17.97,141.8,100
81,415,Yes,No,0,149.4,68,25.4,171.9,98
37,415,No,Yes,20,264.7,81,45,216.5,110
107,510,No,Yes,31,160.3,45,27.25,221.5,70
127,415,Yes,Yes,28,95.9,117,16.3,159.5,131
78,408,No,No,0,140.7,77,23.92,195.2,114
55,510,No,No,0,119.7,148,20.35,231.8,96
86,415,No,Yes,30,99.9,84,16.98,263.5,125
176,415,No,No,0,250.9,108,42.65,171.4,100
96,415,Yes,No,0,200.6,117,34.1,289.5,120
11,510,No,Yes,38,209.8,130,35.67,196.6,84
48,415,No,Yes,34,198,70,33.66,273.7,121
127,510,No,No,0,239.8,107,40.77,128.9,121
63,415,No,No,0,164.5,75,27.97,147.9,118
79,510,No,No,0,220.9,107,37.55,192.2,97
47,408,No,Yes,37,112.8,150,19.18,243.9,97
89,415,Yes,Yes,19,112.6,114,19.14,261.7,132
83,510,No,Yes,26,226.4,117,38.49,234.7,97
126,415,Yes,Yes,34,244.9,118,41.63,219.6,105
60,510,No,No,0,203.2,99,34.54,235.8,131
122,415,No,No,0,136.7,115,23.24,243.1,137
136,408,No,No,0,152.6,97,25.94,208.9,85
172,408,No,Yes,47,274.9,102,46.73,186.6,118
102,510,No,No,0,195.7,116,33.27,209.1,87
113,415,Yes,No,0,204.3,82,34.73,188.8,115
79,415,No,No,0,222.3,99,37.79,146.2,82
55,510,No,Yes,8,222.5,104,37.83,171.5,94
111,415,No,Yes,28,128.8,104,21.9,157.3,52
160,415,No,No,0,174.3,105,29.63,171.3,107
110,415,No,No,0,242.5,110,41.23,162.3,140
192,415,No,No,0,221.6,101,37.67,285.2,50
93,408,No,No,0,114.3,100,19.43,221.1,103
101,415,No,Yes,33,219.7,137,37.35,186.8,94
77,510,No,No,0,144.9,136,24.63,151.3,115
105,415,No,Yes,40,236.5,111,40.21,117,110
133,408,No,Yes,44,174,80,29.58,209.4,113
131,408,No,No,0,109.5,95,18.62,332.1,48
106,510,No,Yes,33,81.6,120,13.87,235.6,85
118,415,No,No,0,133.4,113,22.68,121,92
125,408,No,No,0,137.1,94,23.31,209.8,83
95,415,No,No,0,197,88,33.49,190.4,68
80,415,No,No,0,198.1,160,33.68,156.7,87
145,408,No,No,0,39.5,78,6.72,264.3,106
37,408,No,No,0,199.5,107,33.92,207.5,110
87,415,No,No,0,156.8,93,26.66,215.8,68
69,415,No,No,0,183.4,85,31.18,237.6,100
83,510,No,No,0,132.4,120,22.51,121.6,101
195,415,No,No,0,63.2,108,10.74,220.2,88
67,415,Yes,Yes,35,181.1,59,30.79,215.9,116
75,510,No,Yes,27,117.5,102,19.98,206.8,127
123,415,No,Yes,27,218.7,79,37.18,163.4,78
41,415,No,Yes,41,207.3,95,35.24,137.3,120
75,415,No,No,0,150.6,99,25.6,301.5,83
76,415,Yes,No,0,273.3,66,46.46,263.6,121
86,415,Yes,No,0,266.1,120,45.24,182,92
140,408,No,No,0,112.8,89,19.18,156.7,65
70,415,No,No,0,104.7,112,17.8,82.2,104
121,510,No,Yes,35,193.8,62,32.95,197.6,97
112,415,No,No,0,168.6,102,28.66,298,117
118,415,No,No,0,253.2,122,43.04,201,78
66,415,No,Yes,16,174.7,92,29.7,232.1,105
78,408,No,No,0,87,102,14.79,193.6,64
129,415,No,Yes,34,204.5,79,34.77,132.8,113
6,408,No,No,0,226.5,93,38.51,152.1,122
107,510,Yes,No,0,234.1,91,39.8,163.1,105
107,415,Yes,No,0,133.3,106,22.66,182.9,89
138,415,No,No,0,133.9,87,22.76,166.4,110
103,510,No,No,0,160.2,104,27.23,138.9,70
116,415,No,Yes,44,230.6,94,39.2,224.1,103
189,408,No,No,0,227.4,84,38.66,176,81
161,415,No,No,0,72.8,120,12.38,267.1,120
1,415,No,No,0,196.1,107,33.34,296.5,82
89,408,No,No,0,197.1,110,33.51,165.9,115
64,408,No,No,0,219.6,126,37.33,303.3,100
126,415,No,Yes,30,153.4,90,26.08,151.4,97
129,415,No,No,0,216,85,36.72,186.9,114
128,510,No,Yes,32,222.9,136,37.89,262,80
81,415,No,Yes,36,115.9,120,19.7,236.6,95
114,510,No,No,0,189.8,101,32.27,147.7,80
50,408,No,No,0,154.7,102,26.3,298,108
86,415,No,No,0,136.4,104,23.19,202.5,110
96,408,No,No,0,170.5,86,28.99,277.5,88
72,510,No,No,0,272.4,88,46.31,107.9,125
64,510,No,Yes,40,210,116,35.7,232.7,89
57,415,Yes,Yes,17,236.5,94,40.21,163.1,94
65,510,No,No,0,153.9,117,26.16,220.1,122
163,408,No,No,0,223,120,37.91,227,98
136,415,No,No,0,252.4,74,42.91,167.9,81
116,408,No,No,0,197.9,84,33.64,168.1,113
93,408,No,No,0,152.4,74,25.91,274.6,88
142,510,No,Yes,40,237.4,105,40.36,175.9,93
92,408,No,No,0,265.6,82,45.15,180.7,75
70,415,No,No,0,197.3,91,33.54,305.8,81
22,408,No,Yes,14,199.1,100,33.85,221.8,103
37,415,No,No,0,233.7,114,39.73,207.9,109
51,415,No,No,0,183.1,99,31.13,160.1,107
174,408,No,No,0,139.4,96,23.7,143.4,108
68,415,No,No,0,213.9,112,36.36,260.5,100
130,415,No,No,0,207.1,70,35.21,200.1,115
104,415,No,No,0,139.7,78,23.75,202.6,119
134,408,No,No,0,177.2,91,30.12,228.7,105
108,415,No,Yes,35,169.8,136,28.87,173.7,101
103,415,No,No,0,173.5,83,29.5,244.3,65
62,510,No,No,0,159.9,100,27.18,172.2,99
162,415,No,No,0,115.1,89,19.57,196.8,111
93,510,No,Yes,19,136.8,113,23.26,179.5,105
42,415,No,No,0,92.2,108,15.67,211.2,120
155,415,No,Yes,23,243.9,112,41.46,133,106
36,510,No,No,0,117.1,94,19.91,235.4,117
143,415,No,No,0,223.3,99,37.96,167.1,128
197,510,No,No,0,154.8,111,26.32,171.5,102
81,510,No,No,0,261.4,141,44.44,215.7,102
138,510,Yes,No,0,46.5,104,7.91,186,114
103,415,No,Yes,18,149.9,84,25.48,170.9,84
127,510,Yes,No,0,242.2,102,41.17,226.1,80
136,510,No,No,0,259.4,99,44.1,172.7,125
99,415,No,No,0,222.4,102,37.81,185.8,89
95,415,No,No,0,69.4,79,11.8,190.8,109
118,408,Yes,Yes,21,156.5,122,26.61,209.2,125
113,415,No,No,0,61.2,111,10.4,92.3,88
128,408,Yes,No,0,245.2,112,41.68,101.5,101
117,408,No,No,0,102.3,100,17.39,135.2,104
48,415,No,Yes,36,230.9,92,39.25,167.6,121
81,510,Yes,No,0,227.4,105,38.66,211.5,120
57,510,No,No,0,192.8,68,32.78,158,86
140,408,No,No,0,162.6,98,27.64,206.2,109
107,510,No,Yes,38,219.4,92,37.3,180.5,73
56,415,No,No,0,137.2,111,23.32,165.9,119
159,415,No,No,0,87.7,103,14.91,278.2,97
102,415,No,No,0,271.1,80,46.09,172,133
107,408,No,No,0,103.4,94,17.58,189.3,125
106,408,No,No,0,52.2,106,8.87,220.1,113
225,415,No,No,0,165.4,106,28.12,273.7,109
75,408,No,No,0,147.5,110,25.08,191.7,97
86,415,No,No,0,217.8,93,37.03,214.7,95
169,415,No,No,0,235.7,79,40.07,136.9,85
122,510,No,Yes,22,204.5,92,34.77,139.6,121
106,408,No,No,0,178.4,143,30.33,247,123
52,415,No,Yes,32,130.1,68,22.12,247.2,77
79,415,No,Yes,34,103.7,100,17.63,236.3,78
135,415,No,No,0,239.9,91,40.78,177.1,104
70,408,No,No,0,148.4,110,25.23,267.1,90
80,408,No,No,0,148.6,106,25.26,210.8,65
37,415,No,No,0,191.1,69,32.49,129.2,113
161,415,No,Yes,39,218.5,76,37.15,112.7,94
137,510,No,No,0,97.5,95,16.58,195.8,82
123,415,No,No,0,128.7,126,21.88,117.6,94
80,415,No,Yes,38,236.6,69,40.22,197.5,68
94,415,No,No,0,85.9,113,14.6,226.7,91
105,415,No,Yes,27,141.2,96,24,167.7,94
73,415,No,Yes,31,194.4,104,33.05,176,84
112,415,No,No,0,167.6,100,28.49,154.5,90
179,408,No,No,0,234.5,134,39.87,164.2,94
57,510,No,No,0,154.2,78,26.21,196.7,85
127,415,No,Yes,14,143.2,99,24.34,169.9,91
122,415,Yes,Yes,40,216.4,80,36.79,249.7,90
33,510,No,Yes,35,161.9,85,27.52,151.2,82
94,408,No,No,0,118.7,90,20.18,205.1,57
100,408,No,No,0,179.1,123,30.45,196.6,132
106,415,No,No,0,147.9,97,25.14,209.3,99
148,415,No,Yes,38,209.2,110,35.56,116.6,73
120,415,No,Yes,29,244.3,140,41.53,322.3,89
91,415,No,Yes,34,175.3,96,29.8,262.3,122
86,510,No,No,0,150.5,92,25.59,120.3,95
